(3, 6, 10, 17, 24, 28, 31, 38, 43, 45)
(5, 7, 12, 14, 19, 26, 33, 40, 42, 47)
(6, 7, 10, 13, 20, 27, 34, 39, 41, 48)
(5, 12, 14, 18, 19, 26, 31, 33, 40, 47)
(5, 12, 14, 19, 21, 26, 28, 33, 40, 47)
(4, 11, 12, 18, 21, 25, 32, 37, 39, 46)
(4, 5, 11, 18, 21, 25, 32, 39, 44, 46)
(3, 10, 15, 17, 24, 28, 31, 34, 38, 45)
(3, 6, 7, 13, 20, 27, 34, 41, 46, 48)
(3, 8, 10, 17, 24, 28, 31, 38, 41, 45)
(6, 7, 13, 17, 20, 27, 32, 34, 41, 48)
(2, 9, 11, 16, 23, 30, 35, 37, 38, 44)
(5, 12, 14, 15, 19, 26, 33, 34, 40, 47)
(3, 5, 10, 17, 24, 28, 31, 38, 44, 45)
(2, 4, 9, 16, 23, 30, 35, 37, 44, 45)
(6, 7, 11, 13, 20, 27, 34, 38, 41, 48)
(1, 8, 15, 21, 22, 28, 29, 36, 42, 43)
(3, 10, 17, 22, 24, 27, 28, 31, 38, 45)
(4, 11, 18, 19, 21, 25, 30, 32, 39, 46)
(1, 8, 15, 16, 22, 29, 33, 36, 42, 43)
(2, 9, 16, 18, 23, 30, 31, 35, 37, 44)
(4, 11, 18, 21, 23, 25, 26, 32, 39, 46)
(6, 7, 13, 19, 20, 27, 30, 34, 41, 48)
(4, 6, 11, 18, 21, 25, 32, 39, 43, 46)
(2, 9, 16, 22, 23, 27, 30, 35, 37, 44)
(1, 4, 11, 18, 21, 25, 32, 39, 46, 48)
(4, 11, 15, 18, 21, 25, 32, 34, 39, 46)
(1, 2, 8, 15, 22, 29, 36, 42, 43, 47)
(1, 5, 8, 15, 22, 29, 36, 42, 43, 44)
(3, 10, 14, 17, 24, 28, 31, 35, 38, 45)
(5, 12, 14, 19, 22, 26, 27, 33, 40, 47)
(6, 7, 13, 16, 20, 27, 33, 34, 41, 48)
(2, 3, 10, 17, 24, 28, 31, 38, 45, 47)
(4, 11, 16, 18, 21, 25, 32, 33, 39, 46)
(1, 8, 15, 19, 22, 29, 30, 36, 42, 43)
(3, 5, 12, 14, 19, 26, 33, 40, 46, 47)
(3, 10, 13, 17, 24, 28, 31, 36, 38, 45)
(3, 7, 10, 17, 24, 28, 31, 38, 42, 45)
(6, 7, 13, 14, 20, 27, 34, 35, 41, 48)
(1, 8, 15, 17, 22, 29, 32, 36, 42, 43)
(4, 11, 14, 18, 21, 25, 32, 35, 39, 46)
(2, 9, 15, 16, 23, 30, 34, 35, 37, 44)
(5, 12, 14, 19, 20, 26, 29, 33, 40, 47)
(6, 7, 13, 20, 23, 26, 27, 34, 41, 48)
(5, 12, 14, 17, 19, 26, 32, 33, 40, 47)
(5, 11, 12, 14, 19, 26, 33, 38, 40, 47)
(2, 6, 7, 13, 20, 27, 34, 41, 47, 48)
(1, 8, 9, 15, 22, 29, 36, 40, 42, 43)
(2, 3, 9, 16, 23, 30, 35, 37, 44, 46)
(2, 7, 9, 16, 23, 30, 35, 37, 42, 44)
(1, 8, 15, 18, 22, 29, 31, 36, 42, 43)
(3, 10, 16, 17, 24, 28, 31, 33, 38, 45)
(1, 5, 12, 14, 19, 26, 33, 40, 47, 48)
(1, 8, 11, 15, 22, 29, 36, 38, 42, 43)
(2, 9, 13, 16, 23, 30, 35, 36, 37, 44)
(6, 7, 9, 13, 20, 27, 34, 40, 41, 48)
(1, 8, 14, 15, 22, 29, 35, 36, 42, 43)
(5, 10, 12, 14, 19, 26, 33, 39, 40, 47)
(4, 8, 11, 18, 21, 25, 32, 39, 41, 46)
(2, 9, 16, 21, 23, 28, 30, 35, 37, 44)
(4, 7, 11, 18, 21, 25, 32, 39, 42, 46)
(5, 8, 12, 14, 19, 26, 33, 40, 41, 47)
(6, 7, 13, 20, 24, 25, 27, 34, 41, 48)
(1, 3, 10, 17, 24, 28, 31, 38, 45, 48)
(1, 8, 10, 15, 22, 29, 36, 39, 42, 43)
(2, 9, 16, 20, 23, 29, 30, 35, 37, 44)
(3, 9, 10, 17, 24, 28, 31, 38, 40, 45)
(3, 10, 17, 20, 24, 28, 29, 31, 38, 45)
(6, 7, 12, 13, 20, 27, 34, 37, 41, 48)
(3, 10, 17, 23, 24, 26, 28, 31, 38, 45)
(5, 12, 13, 14, 19, 26, 33, 36, 40, 47)
(2, 4, 11, 18, 21, 25, 32, 39, 46, 47)
(4, 11, 18, 21, 22, 25, 27, 32, 39, 46)
(1, 8, 12, 15, 22, 29, 36, 37, 42, 43)
(3, 10, 17, 19, 24, 28, 30, 31, 38, 45)
(2, 6, 9, 16, 23, 30, 35, 37, 43, 44)
(1, 8, 15, 22, 23, 26, 29, 36, 42, 43)
}

Print none_are_pairs (contains 0 tuples): {
}

Print indecomposable (contains 0 tuples): {
}

Print decomposable but no pairs (contains 0 tuples): {
}

Print exceptional cycles (contains 96 tuples): {
(2, 8, 9, 16, 23, 30, 35, 37, 41, 44)
(4, 6, 7, 13, 20, 27, 34, 41, 45, 48)
(3, 10, 12, 17, 24, 28, 31, 37, 38, 45)
(4, 11, 13, 18, 21, 25, 32, 36, 39, 46)
(1, 2, 9, 16, 23, 30, 35, 37, 44, 48)
(6, 7, 13, 18, 20, 27, 31, 34, 41, 48)
(5, 12, 14, 19, 24, 25, 26, 33, 40, 47)
(1, 3, 8, 15, 22, 29, 36, 42, 43, 46)
(2, 9, 16, 17, 23, 30, 32, 35, 37, 44)
(5, 6, 12, 14, 19, 26, 33, 40, 43, 47)
(2, 9, 10, 16, 23, 30, 35, 37, 39, 44)
(2, 9, 16, 23, 24, 25, 30, 35, 37, 44)
(5, 6, 7, 13, 20, 27, 34, 41, 44, 48)
(1, 4, 8, 15, 22, 29, 36, 42, 43, 45)
(4, 11, 18, 20, 21, 25, 29, 32, 39, 46)
(4, 9, 11, 18, 21, 25, 32, 39, 40, 46)
(4, 5, 12, 14, 19, 26, 33, 40, 45, 47)
(1, 8, 15, 22, 24, 25, 29, 36, 42, 43)
(6, 7, 13, 20, 21, 27, 28, 34, 41, 48)
(3, 6, 10, 17, 24, 28, 31, 38, 43, 45)
(5, 7, 12, 14, 19, 26, 33, 40, 42, 47)
(6, 7, 10, 13, 20, 27, 34, 39, 41, 48)
(5, 12, 14, 18, 19, 26, 31, 33, 40, 47)
(5, 12, 14, 19, 21, 26, 28, 33, 40, 47)
(4, 11, 12, 18, 21, 25, 32, 37, 39, 46)
(4, 5, 11, 18, 21, 25, 32, 39, 44, 46)
(3, 10, 15, 17, 24, 28, 31, 34, 38, 45)
(3, 6, 7, 13, 20, 27, 34, 41, 46, 48)
(3, 8, 10, 17, 24, 28, 31, 38, 41, 45)
(6, 7, 13, 17, 20, 27, 32, 34, 41, 48)
(2, 9, 11, 16, 23, 30, 35, 37, 38, 44)
(5, 12, 14, 15, 19, 26, 33, 34, 40, 47)
(3, 5, 10, 17, 24, 28, 31, 38, 44, 45)
(2, 4, 9, 16, 23, 30, 35, 37, 44, 45)
(6, 7, 11, 13, 20, 27, 34, 38, 41, 48)
(1, 8, 15, 21, 22, 28, 29, 36, 42, 43)
(3, 10, 17, 22, 24, 27, 28, 31, 38, 45)
(4, 11, 18, 19, 21, 25, 30, 32, 39, 46)
(1, 8, 15, 16, 22, 29, 33, 36, 42, 43)
(2, 9, 16, 18, 23, 30, 31, 35, 37, 44)
(4, 11, 18, 21, 23, 25, 26, 32, 39, 46)
(6, 7, 13, 19, 20, 27, 30, 34, 41, 48)
(4, 6, 11, 18, 21, 25, 32, 39, 43, 46)
(2, 9, 16, 22, 23, 27, 30, 35, 37, 44)
(1, 4, 11, 18, 21, 25, 32, 39, 46, 48)
(4, 11, 15, 18, 21, 25, 32, 34, 39, 46)
(1, 2, 8, 15, 22, 29, 36, 42, 43, 47)
(1, 5, 8, 15, 22, 29, 36, 42, 43, 44)
(3, 10, 14, 17, 24, 28, 31, 35, 38, 45)
(5, 12, 14, 19, 22, 26, 27, 33, 40, 47)
(6, 7, 13, 16, 20, 27, 33, 34, 41, 48)
(2, 3, 10, 17, 24, 28, 31, 38, 45, 47)
(4, 11, 16, 18, 21, 25, 32, 33, 39, 46)
(1, 8, 15, 19, 22, 29, 30, 36, 42, 43)
(3, 5, 12, 14, 19, 26, 33, 40, 46, 47)
(3, 10, 13, 17, 24, 28, 31, 36, 38, 45)
(3, 7, 10, 17, 24, 28, 31, 38, 42, 45)
(6, 7, 13, 14, 20, 27, 34, 35, 41, 48)
(1, 8, 15, 17, 22, 29, 32, 36, 42, 43)
(4, 11, 14, 18, 21, 25, 32, 35, 39, 46)
(2, 9, 15, 16, 23, 30, 34, 35, 37, 44)
(5, 12, 14, 19, 20, 26, 29, 33, 40, 47)
(6, 7, 13, 20, 23, 26, 27, 34, 41, 48)
(5, 12, 14, 17, 19, 26, 32, 33, 40, 47)
(5, 11, 12, 14, 19, 26, 33, 38, 40, 47)
(2, 6, 7, 13, 20, 27, 34, 41, 47, 48)
(1, 8, 9, 15, 22, 29, 36, 40, 42, 43)
(2, 3, 9, 16, 23, 30, 35, 37, 44, 46)
(2, 7, 9, 16, 23, 30, 35, 37, 42, 44)
(1, 8, 15, 18, 22, 29, 31, 36, 42, 43)
(3, 10, 16, 17, 24, 28, 31, 33, 38, 45)
(1, 5, 12, 14, 19, 26, 33, 40, 47, 48)
(1, 8, 11, 15, 22, 29, 36, 38, 42, 43)
(2, 9, 13, 16, 23, 30, 35, 36, 37, 44)
(6, 7, 9, 13, 20, 27, 34, 40, 41, 48)
(1, 8, 14, 15, 22, 29, 35, 36, 42, 43)
(5, 10, 12, 14, 19, 26, 33, 39, 40, 47)
(4, 8, 11, 18, 21, 25, 32, 39, 41, 46)
(2, 9, 16, 21, 23, 28, 30, 35, 37, 44)
(4, 7, 11, 18, 21, 25, 32, 39, 42, 46)
(5, 8, 12, 14, 19, 26, 33, 40, 41, 47)
(6, 7, 13, 20, 24, 25, 27, 34, 41, 48)
(1, 3, 10, 17, 24, 28, 31, 38, 45, 48)
(1, 8, 10, 15, 22, 29, 36, 39, 42, 43)
(2, 9, 16, 20, 23, 29, 30, 35, 37, 44)
(3, 9, 10, 17, 24, 28, 31, 38, 40, 45)
(3, 10, 17, 20, 24, 28, 29, 31, 38, 45)
(6, 7, 12, 13, 20, 27, 34, 37, 41, 48)
(3, 10, 17, 23, 24, 26, 28, 31, 38, 45)
(5, 12, 13, 14, 19, 26, 33, 36, 40, 47)
(2, 4, 11, 18, 21, 25, 32, 39, 46, 47)
(4, 11, 18, 21, 22, 25, 27, 32, 39, 46)
(1, 8, 12, 15, 22, 29, 36, 37, 42, 43)
(3, 10, 17, 19, 24, 28, 30, 31, 38, 45)
(2, 6, 9, 16, 23, 30, 35, 37, 43, 44)
(1, 8, 15, 22, 23, 26, 29, 36, 42, 43)
}

method validate_set_V(49, 5) ran to completion.
